"chembl_id","who_name","level1","level2","level3","level4","level5","level1_description","level2_description","level3_description","level4_description"
"CHEMBL53","apomorphine","N","N04","N04B","N04BC","N04BC07","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"CHEMBL530","mecillinam","J","J01","J01C","J01CA","J01CA11","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Penicillins with extended spectrum"
"CHEMBL531","pergolide","N","N04","N04B","N04BC","N04BC02","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"CHEMBL531048","phanquinone","P","P01","P01A","P01AX","P01AX04","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Other agents against amoebiasis and other protozoal diseases"
"CHEMBL532","erythromycin, combinations","D","D10","D10A","D10AF","D10AF52","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Antiinfectives for treatment of acne"
"CHEMBL532","erythromycin","J","J01","J01F","J01FA","J01FA01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"CHEMBL532","erythromycin","D","D10","D10A","D10AF","D10AF02","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Antiinfectives for treatment of acne"
"CHEMBL532","erythromycin","S","S01","S01A","S01AA","S01AA17","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antibiotics"
"CHEMBL533","ibutilide","C","C01","C01B","C01BD","C01BD05","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","ANTIARRHYTHMICS, CLASS I AND III","Antiarrhythmics, class III"
"CHEMBL534","ketotifen","R","R06","R06A","R06AX","R06AX17","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Other antihistamines for systemic use"
"CHEMBL534","ketotifen","S","S01","S01G","S01GX","S01GX08","SENSORY ORGANS","OPHTHALMOLOGICALS","DECONGESTANTS AND ANTIALLERGICS","Other antiallergics"
"CHEMBL53418","dantron, combinations","A","A06","A06A","A06AB","A06AB53","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","Contact laxatives"
"CHEMBL53418","dantron","A","A06","A06A","A06AB","A06AB03","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","Contact laxatives"
"CHEMBL53463","doxorubicin","L","L01","L01D","L01DB","L01DB01","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL535","sunitinib","L","L01","L01X","L01XE","L01XE04","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL537","hydroquinone","D","D11","D11A","D11AX","D11AX11","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Other dermatologicals"
"CHEMBL539","acetic acid","G","G01","G01A","G01AD","G01AD02","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Organic acids"
"CHEMBL539","acetic acid","S","S02","S02A","S02AA","S02AA10","SENSORY ORGANS","OTOLOGICALS","ANTIINFECTIVES","Antiinfectives"
"CHEMBL53904","zuclopenthixol","N","N05","N05A","N05AF","N05AF05","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Thioxanthene derivatives"
"CHEMBL53929","octopamine","C","C01","C01C","C01CA","C01CA18","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL539697","dabigatran etexilate","B","B01","B01A","B01AE","B01AE07","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Direct thrombin inhibitors"
"CHEMBL54","haloperidol","N","N05","N05A","N05AD","N05AD01","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Butyrophenone derivatives"
"CHEMBL542","aminobenzoic acid","D","D02","D02B","D02BA","D02BA01","DERMATOLOGICALS","EMOLLIENTS AND PROTECTIVES","PROTECTIVES AGAINST UV-RADIATION","Protectives against UV-radiation for topical use"
"CHEMBL544","mequinol","D","D11","D11A","D11AX","D11AX06","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Other dermatologicals"
"CHEMBL545","ethanol","D","D08","D08A","D08AX","D08AX08","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Other antiseptics and disinfectants"
"CHEMBL545","ethanol","V","V03","V03A","V03AZ","V03AZ01","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Nerve depressants"
"CHEMBL545","ethanol","V","V03","V03A","V03AB","V03AB16","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Antidotes"
"CHEMBL546","oxprenolol","C","C07","C07A","C07AA","C07AA02","CARDIOVASCULAR SYSTEM","BETA BLOCKING AGENTS","BETA BLOCKING AGENTS","Beta blocking agents, non-selective"
"CHEMBL54661","flupentixol","N","N05","N05A","N05AF","N05AF01","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Thioxanthene derivatives"
"CHEMBL547","isotretinoin","D","D10","D10B","D10BA","D10BA01","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE","Retinoids for treatment of acne"
"CHEMBL547","isotretinoin","D","D10","D10A","D10AD","D10AD04","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Retinoids for topical use in acne"
"CHEMBL547","isotretinoin, combinations","D","D10","D10A","D10AD","D10AD54","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Retinoids for topical use in acne"
"CHEMBL548","dinoprostone","G","G02","G02A","G02AD","G02AD02","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","UTEROTONICS","Prostaglandins"
"CHEMBL549","citalopram","N","N06","N06A","N06AB","N06AB04","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Selective serotonin reuptake inhibitors"
"CHEMBL549386","fotemustine","L","L01","L01A","L01AD","L01AD05","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Nitrosoureas"
"CHEMBL54976","tryptophan","N","N06","N06A","N06AX","N06AX02","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Other antidepressants"
"CHEMBL550","pilocarpine, combinations","S","S01","S01E","S01EB","S01EB51","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Parasympathomimetics"
"CHEMBL550","pilocarpine","S","S01","S01E","S01EB","S01EB01","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Parasympathomimetics"
"CHEMBL550","pilocarpine","N","N07","N07A","N07AX","N07AX01","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Other parasympathomimetics"
"CHEMBL550348","deferasirox","V","V03","V03A","V03AC","V03AC03","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Iron chelating agents"
"CHEMBL550495","methylthioninium chloride","V","V03","V03A","V03AB","V03AB17","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Antidotes"
"CHEMBL550495","methylthioninium chloride","V","V04","V04C","V04CG","V04CG05","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for gastric secretion"
"CHEMBL551466","aclidinium bromide","R","R03","R03B","R03BB","R03BB05","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Anticholinergics"
"CHEMBL551978","drotaverine","A","A03","A03A","A03AD","A03AD02","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Papaverine and derivatives"
"CHEMBL553","erlotinib","L","L01","L01X","L01XE","L01XE03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL553025","vinorelbine","L","L01","L01C","L01CA","L01CA04","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS","Vinca alkaloids and analogues"
"CHEMBL554","lapatinib","L","L01","L01X","L01XE","L01XE07","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL556","deferoxamine","V","V03","V03A","V03AC","V03AC01","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Iron chelating agents"
"CHEMBL556262","faropenem","J","J01","J01D","J01DI","J01DI03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Other cephalosporins and penems"
"CHEMBL557555","ciprofibrate","C","C10","C10A","C10AB","C10AB08","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Fibrates"
"CHEMBL558","mexiletine","C","C01","C01B","C01BB","C01BB02","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","ANTIARRHYTHMICS, CLASS I AND III","Antiarrhythmics, class Ib"
"CHEMBL558722","eberconazole","D","D01","D01A","D01AC","D01AC17","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Imidazole and triazole derivatives"
"CHEMBL559","dextrothyroxine","C","C10","C10A","C10AX","C10AX01","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"CHEMBL559288","piritramide","N","N02","N02A","N02AC","N02AC03","NERVOUS SYSTEM","ANALGESICS","OPIOIDS","Diphenylpropylamine derivatives"
"CHEMBL560976","dibekacin","J","J01","J01G","J01GB","J01GB09","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","AMINOGLYCOSIDE ANTIBACTERIALS","Other aminoglycosides"
"CHEMBL561","lomefloxacin","S","S01","S01A","S01AE","S01AE04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Fluoroquinolones"
"CHEMBL561","lomefloxacin","J","J01","J01M","J01MA","J01MA07","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","QUINOLONE ANTIBACTERIALS","Fluoroquinolones"
"CHEMBL562","griseofulvin","D","D01","D01A","D01AA","D01AA08","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Antibiotics"
"CHEMBL562","griseofulvin","D","D01","D01B","D01BA","D01BA01","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR SYSTEMIC USE","Antifungals for systemic use"
"CHEMBL563","flurbiprofen","M","M01","M01A","M01AE","M01AE09","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Propionic acid derivatives"
"CHEMBL563","flurbiprofen","R","R02","R02A","R02AX","R02AX01","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Other throat preparations"
"CHEMBL563","flurbiprofen","S","S01","S01B","S01BC","S01BC04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS","Antiinflammatory agents, non-steroids"
"CHEMBL563","flurbiprofen","M","M02","M02A","M02AA","M02AA19","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL56367","nimesulide","M","M01","M01A","M01AX","M01AX17","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"CHEMBL56367","nimesulide","M","M02","M02A","M02AA","M02AA26","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL564","promazine","N","N05","N05A","N05AA","N05AA03","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Phenothiazines with aliphatic side-chain"
"CHEMBL564085","troleandomycin","J","J01","J01F","J01FA","J01FA08","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"CHEMBL565","clofibrate","C","C10","C10A","C10AB","C10AB01","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Fibrates"
"CHEMBL56564","tropisetron","A","A04","A04A","A04AA","A04AA03","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Serotonin (5HT3) antagonists"
"CHEMBL566315","obeticholic acid","A","A05","A05A","A05AA","A05AA04","ALIMENTARY TRACT AND METABOLISM","BILE AND LIVER THERAPY","BILE THERAPY","Bile acids and derivatives"
"CHEMBL566534","artemether","P","P01","P01B","P01BE","P01BE02","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Artemisinin and derivatives, plain"
"CHEMBL566752","florbetaben (18F)","V","V09","V09A","V09AX","V09AX06","VARIOUS","DIAGNOSTIC RADIOPHARMACEUTICALS","CENTRAL NERVOUS SYSTEM","Other central nervous system diagnostic radiopharmaceuticals"
"CHEMBL567","perphenazine","N","N05","N05A","N05AB","N05AB03","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Phenothiazines with piperazine structure"
"CHEMBL567597","artemisinin","P","P01","P01B","P01BE","P01BE01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Artemisinin and derivatives, plain"
"CHEMBL568","oxazepam","N","N05","N05B","N05BA","N05BA04","NERVOUS SYSTEM","PSYCHOLEPTICS","ANXIOLYTICS","Benzodiazepine derivatives"
"CHEMBL569","procaine, combinations","N","N01","N01B","N01BA","N01BA52","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Esters of aminobenzoic acid"
"CHEMBL569","procaine","S","S01","S01H","S01HA","S01HA05","SENSORY ORGANS","OPHTHALMOLOGICALS","LOCAL ANESTHETICS","Local anesthetics"
"CHEMBL569","procaine","C","C05","C05A","C05AD","C05AD05","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","Local anesthetics"
"CHEMBL569","procaine","N","N01","N01B","N01BA","N01BA02","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Esters of aminobenzoic acid"
"CHEMBL569713","scopolamine","S","S01","S01F","S01FA","S01FA02","SENSORY ORGANS","OPHTHALMOLOGICALS","MYDRIATICS AND CYCLOPLEGICS","Anticholinergics"
"CHEMBL569713","scopolamine, combinations","A","A04","A04A","A04AD","A04AD51","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Other antiemetics"
"CHEMBL569713","scopolamine","N","N05","N05C","N05CM","N05CM05","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Other hypnotics and sedatives"
"CHEMBL569713","scopolamine","A","A04","A04A","A04AD","A04AD01","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Other antiemetics"
"CHEMBL57","nevirapine","J","J05","J05A","J05AG","J05AG01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Non-nucleoside reverse transcriptase inhibitors"
"CHEMBL570","triflupromazine","N","N05","N05A","N05AA","N05AA05","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Phenothiazines with aliphatic side-chain"
"CHEMBL571","ketoprofen","M","M01","M01A","M01AE","M01AE03","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Propionic acid derivatives"
"CHEMBL571","ketoprofen","M","M02","M02A","M02AA","M02AA10","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL571","ketoprofen, combinations","M","M01","M01A","M01AE","M01AE53","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Propionic acid derivatives"
"CHEMBL572","nitrofurantoin, combinations","J","J01","J01X","J01XE","J01XE51","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Nitrofuran derivatives"
"CHEMBL572","nitrofurantoin","J","J01","J01X","J01XE","J01XE01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Nitrofuran derivatives"
"CHEMBL573","nicotinic acid","C","C04","C04A","C04AC","C04AC01","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Nicotinic acid and derivatives"
"CHEMBL573","nicotinic acid, combinations","C","C10","C10A","C10AD","C10AD52","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Nicotinic acid and derivatives"
"CHEMBL573","nicotinic acid","C","C10","C10A","C10AD","C10AD02","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Nicotinic acid and derivatives"
"CHEMBL574431","sulfobromophthalein","V","V04","V04C","V04CE","V04CE02","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for liver functional capacity"
"CHEMBL575","meticillin","J","J01","J01C","J01CF","J01CF03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase resistant penicillins"
"CHEMBL576127","fenspiride","R","R03","R03B","R03BX","R03BX01","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Other drugs for obstructive airway diseases, inhalants"
"CHEMBL576127","fenspiride","R","R03","R03D","R03DX","R03DX03","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Other systemic drugs for obstructive airway diseases"
"CHEMBL576982","quizartinib","L","L01","L01X","L01XE","L01XE52","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL577736","tyrothricin","D","D06","D06A","D06AX","D06AX08","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Other antibiotics for topical use"
"CHEMBL577736","tyrothricin","R","R02","R02A","R02AB","R02AB02","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antibiotics"
"CHEMBL577736","tyrothricin","S","S01","S01A","S01AA","S01AA05","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antibiotics"
"CHEMBL578","enalapril","C","C09","C09A","C09AA","C09AA02","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ACE INHIBITORS, PLAIN","ACE inhibitors, plain"
"CHEMBL58","mitoxantrone","L","L01","L01D","L01DB","L01DB07","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL580","lorazepam","N","N05","N05B","N05BA","N05BA06","NERVOUS SYSTEM","PSYCHOLEPTICS","ANXIOLYTICS","Benzodiazepine derivatives"
"CHEMBL580","lorazepam, combinations","N","N05","N05B","N05BA","N05BA56","NERVOUS SYSTEM","PSYCHOLEPTICS","ANXIOLYTICS","Benzodiazepine derivatives"
"CHEMBL582","isopropanol","D","D08","D08A","D08AX","D08AX05","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Other antiseptics and disinfectants"
"CHEMBL582912","cefcapene","J","J01","J01D","J01DD","J01DD17","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Third-generation cephalosporins"
"CHEMBL583","grepafloxacin","J","J01","J01M","J01MA","J01MA11","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","QUINOLONE ANTIBACTERIALS","Fluoroquinolones"
"CHEMBL58323","lacosamide","N","N03","N03A","N03AX","N03AX18","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Other antiepileptics"
"CHEMBL584","nelfinavir","J","J05","J05A","J05AE","J05AE04","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL585","triamterene","C","C03","C03D","C03DB","C03DB02","CARDIOVASCULAR SYSTEM","DIURETICS","POTASSIUM-SPARING AGENTS","Other potassium-sparing agents"
"CHEMBL58792","fluanisone","N","N05","N05A","N05AD","N05AD09","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Butyrophenone derivatives"
"CHEMBL588","fenoldopam","C","C01","C01C","C01CA","C01CA19","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL589","ropinirole","N","N04","N04B","N04BC","N04BC04","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"CHEMBL589092","fentiazac","M","M02","M02A","M02AA","M02AA14","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL589092","fentiazac","M","M01","M01A","M01AB","M01AB10","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Acetic acid derivatives and related substances"
"CHEMBL589583","delapril","C","C09","C09A","C09AA","C09AA12","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ACE INHIBITORS, PLAIN","ACE inhibitors, plain"
"CHEMBL59","dopamine","C","C01","C01C","C01CA","C01CA04","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL590","menadione","B","B02","B02B","B02BA","B02BA02","BLOOD AND BLOOD FORMING ORGANS","ANTIHEMORRHAGICS","VITAMIN K AND OTHER HEMOSTATICS","Vitamin K"
"CHEMBL590799","camostat","B","B02","B02A","B02AB","B02AB04","BLOOD AND BLOOD FORMING ORGANS","ANTIHEMORRHAGICS","ANTIFIBRINOLYTICS","Proteinase inhibitors"
"CHEMBL591","ethchlorvynol","N","N05","N05C","N05CM","N05CM08","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Other hypnotics and sedatives"
"CHEMBL592105","methylrosaniline","D","D01","D01A","D01AE","D01AE02","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL592105","methylrosaniline","G","G01","G01A","G01AX","G01AX09","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Other antiinfectives and antiseptics"
"CHEMBL593","delavirdine","J","J05","J05A","J05AG","J05AG02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Non-nucleoside reverse transcriptase inhibitors"
"CHEMBL594","emedastine","S","S01","S01G","S01GX","S01GX06","SENSORY ORGANS","OPHTHALMOLOGICALS","DECONGESTANTS AND ANTIALLERGICS","Other antiallergics"
"CHEMBL595","pioglitazone","A","A10","A10B","A10BG","A10BG03","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Thiazolidinediones"
